datetime,nbbike,nbdock,nbbikeoverflow,nbfreedock,nbebike,nbedock,nbebikeoverflow,nbfreeedock,station_state,kioskstate,maxbikeoverflow,creditcard,station_type,overflowactivation,station_code,overflow,duedate,densitylevel
2019-12-23T03:32:00.664Z,8,0,0,0,5,60,0,44,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T03:47:00.543Z,8,0,0,0,5,60,0,44,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T04:02:01.241Z,8,0,0,0,5,60,0,44,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T04:17:00.520Z,8,0,0,0,5,60,0,44,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T04:32:00.703Z,8,0,0,0,5,60,0,44,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T04:47:00.485Z,8,0,0,0,5,60,0,44,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T05:02:00.756Z,8,0,0,0,5,60,0,44,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T05:16:00.978Z,8,0,0,0,5,60,0,44,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T05:31:00.476Z,9,0,0,0,4,60,0,44,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T05:46:01.807Z,9,0,0,0,4,60,0,44,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T06:01:00.886Z,9,0,0,0,5,60,0,43,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T06:16:00.948Z,8,0,0,0,5,60,0,44,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T06:31:00.887Z,8,0,0,0,5,60,0,44,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T06:46:00.758Z,9,0,0,0,5,60,0,43,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T07:01:07.048Z,9,0,0,0,6,60,0,42,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T07:16:00.615Z,9,0,0,0,6,60,0,42,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T07:31:01.065Z,9,0,0,0,6,60,0,42,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T07:46:00.620Z,8,0,0,0,6,60,0,43,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T08:01:01.251Z,10,0,0,0,5,60,0,42,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T08:16:02.753Z,11,0,0,0,6,60,0,40,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
